song_id,title,artist,genre,release_year
T000053,セレナーデが止まらない,UNISON SQUARE GARDEN,ロック,2013
T000054,The 30th,ビリー・アイリッシュ,オルタナティブ,2022
T000055,プロポーズ,KAN,J-Pop,2008
T000056,JUSTICE,RIZE,ロック,2017
T000057,プレゼント(ガイド無しカラオケ) -3Key[原曲歌手:マルシィ],歌っちゃ王,カラオケ,2025
T000058,赤いリンゴ,MOSHIMO,ロック,2017
T000059,ロストワールド,ELLEGARDEN,ロック,2004
T000060,光の海へ,堀江由衣,アニメ,2019
T000061,Moshi Moseamo ?,SEAMO,ヒップホップ／ラップ,2018
T000062,WEEK END (Remaster),X JAPAN,ロック,1993
T000063,silent,SEKAI NO OWARI,J-Pop,2020
T000064,待っているわ,竹内まりや,J-Pop,1980
T000065,時代遅れ feat.般若,晋平太,ヒップホップ／ラップ,2011
T000066,Mathar(Okinawan Vibes),RYUKYUDISKO,ダンス,2007
T000067,"憧れてきたんだ (Live in 阪神甲子園球場, 2022.11.05)",あいみょん,J-Pop,2017
T000068,ピアノ・ピッカー,カーペンターズ,ポップ,1972
T000069,Attention,Dragon Ash,オルタナティブ,1999
T000070,旅人,テレサ・テン,J-Pop,1983
T000071,花も騒めく,ヨルシカ,オルタナティブ,2026
T000072,late in autumn (instrumental),fripSide,アニメ,2009
T000073,真夏の通り雨,宇多田ヒカル,J-Pop,2016
T000074,サイドB (Yohji Igarashi Remix),yonige,エレクトロニック,2023
T000075,ミス・ブランニュー・デイ(MISS BRAND-NEW DAY),サザンオールスターズ,J-Pop,1984
T000076,おしえて,10-FEET,ロック,2022
T000077,いとをかし,椎名林檎,J-Pop,2022
T000078,男花 (シングルバージョン),氷川きよし,演歌,2015
T000079,チョコレイト・ディスコ,Perfume,エレクトロニック,2007
T000080,別れの朝,天童よしみ,歌謡曲,2017
T000081,Teenage dream (DEEN The Best DX) -off vocal version-,DEEN,J-Pop,2023
T000082,Sakura,Tomoo Kosugi,ニューエイジ,2017
T000083,こころ,工藤祐次郎,オルタナティブ,2018
T000084,サイダー,赤い公園,ロック,2014
T000085,飛行艇,King Gnu,オルタナティブ,2019
T000086,BFF,Mrs. GREEN APPLE,ロック,2023
T000087,START IT AGAIN (2026 Remastered),AK-69,ヒップホップ／ラップ,2026
T000088,Roar,KAT-TUN,J-Pop,2021
T000089,Focus,アリアナ・グランデ,ポップ,2015
T000090,ときめき (Forever Edition),チャットモンチー,ロック,2015
T000091,Happy Xmas(War Is Over),Hi-STANDARD,ロック,2016
T000092,ShowTime (4 Executive Seats),trf,J-Pop,2013
T000093,あなたのすべてを,テレサ・テン,J-Pop,1983
T000094,問題集,中島みゆき,J-Pop,2014
T000095,Burning In the Skies,LINKIN PARK,ハードロック,2010
T000096,FINALクロスファイト牙狼,遠藤正明,アニメ,2013
T000097,パッション!!!!,ケツメイシ,J-Pop,2016
T000098,All Eyes On Me,JISOO,K-Pop,2023
T000099,Re:Pray (Album Mix),KANA-BOON,ロック,2022
T000100,FOREVER LULLABY,宮野真守,アニメ,2013
T000101,渋谷川,欅坂46,J-Pop,2016
T000102,アイ・キャント・メイク・ミュージック,カーペンターズ,ポップ,1973
T000103,フェイスレス,藍井エイル,アニメ,2013
T000104,Crying All Night Long with/伊藤銀次 (LIVE Ver.),竹内まりや,J-Pop,1981
T000105,アイネクライネ (inst version),KYOTO PIANO ENSEMBLE,インストゥルメンタル,2017
T000106,In Pieces,バックストリート・ボーイズ,ポップ,2007
T000107,羊を数えて,Eve,ロック,2017
T000108,イヴ,ミシェル・ンデゲオチェロ,R&B／ソウル,1999
T000109,流行,椎名林檎,J-Pop,2009
T000110,ヤメラレナイ,般若/ZORN/SHINGO★西成,ヒップホップ／ラップ,2018
T000111,プロローグ (feat. Aimer),清水 翔太,J-Pop,2021
T000112,LEVEL5-judgelight- (Version 2022),fripSide,アニメ,2010
T000113,ALONE (Re-recorded),MY FIRST STORY,ロック,2022
T000114,言伝 ―ことづて―,ポルノグラフィティ,J-Pop,2025
T000115,アンパンマンのマーチ,一青窈,J-Pop,2014
T000116,WORLD GROOVE 3rd chapter (main message),trf,J-Pop,1994
T000117,NIGHT DANCER(原曲歌手: imase),歌っちゃ王,カラオケ,2023
T000118,インパーフェクション (2016.4.29 LIVE at STUDIO COAST),ヒトリエ,ロック,2016
T000119,comrade feat. 三浦大知,SOIL &“PIMP”SESSIONS,ジャズ,2018
T000120,はじまりの日 (feat. Mummy-D),スガ シカオ,J-Pop,2009
T000121,エバ,柊キライ,アニメ,2020
T000122,情熱のスイッチ,HOME MADE 家族,ポップ,2011
T000123,音楽泥棒の自白,ヨルシカ,ロック,2020
T000124,Max,エルマー・バーンスタイン,サウンドトラック,1991
T000125,365,絢香,J-Pop,2018
T000126,Swee2wink Love Letter,2wink,アニメ,2022
T000127,Tokimeki(Piano of Bonfire),Healing Energy,チルドレン・ミュージック,2025
T000128,FUTURE METAL (METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW),BABYMETAL,メタル,2020
T000129,風の通り道(『となりのトトロ』より),RELAX WORLD,チルドレン・ミュージック,2012
T000130,ありふれた言葉で,WANDS,ロック,1996
T000131,SNOW! SNOW! SNOW!,KinKi Kids,J-Pop,2005
T000132,女神,井上陽水,J-Pop,2015
T000133,花,ORANGE RANGE×K,ロック,2016
T000134,Shapes of Love,Every Little Thing,J-Pop,1997
T000135,忘れられるものならば,中島みゆき,J-Pop,1976
T000136,Life's Too Short (Instrumental),aespa,K-Pop,2022
T000137,恋されガール,宮野真守,J-Pop,2017
T000138,Dream Creator (feat. GUMI),八王子P,エレクトロニック,2013
T000139,最強☆最推しセンセーション!!,莉犬,J-Pop,2024
T000140,恋人よ,坂本冬美,歌謡曲,2021
T000141,Sunshine Girl - サンライトLIVE (Cover) [feat. RIM],明透 feat. 理芽,J-Pop,2022
T000142,Sympathy,Too Close To Touch,ロック,2016
T000143,こころをこめて,手嶌葵,J-Pop,2019
T000144,足りない,wacci,J-Pop,2019
T000145,"ジェニファー (Live in 阪神甲子園球場, 2022.11.05)",あいみょん,J-Pop,2017
T000146,One Moment in Time,ホイットニー・ヒューストン,R&B／ソウル,1988
T000147,後悔史,Tani Yuuki,J-Pop,2025
T000148,This is my party,加藤 ミリヤ,J-Pop,2016
T000149,OH YEAH,湘南乃風,J-Pop,2006
T000150,a Day in Our Life,嵐,J-Pop,2002
T000151,You Need To Calm Down,テイラー・スウィフト,ポップ,2019
T000152,Fine Line,milet,J-Pop,2019
T000153,Gloria -glorious evolution-,MISIA,J-Pop,2020
T000154,アンブレラ,KARA,J-Pop,2010
T000155,夢の番人,CHAGE and ASKA,J-Pop,1993
T000156,はしゃぎすぎた街の中で僕は一人遠回りした (Sped Up),ゲスの極み乙女,J-Pop,2022
T000157,朝日の誓い,柴咲コウ,J-Pop,2015
T000158,ハイウェーブ,ロクデナシ宇宙,ヒップホップ／ラップ,2024
T000159,Better Things,aespa,K-Pop,2023
T000160,Mr. Gone,Mr. Big,ハードロック,1993
T000161,満点星,一青窈,J-Pop,2015
T000162,Dance with me,藍井エイル,アニメ,2022
T000163,ラブヒーロー,莉犬,J-Pop,2022
T000164,Angela,Aya Nakamura,R&B／ソウル,2017
T000165,Everything(THE TOUR OF MISIA 2003 KISS IN THE SKY IN SAPPORO DOME),MISIA,J-Pop,2003
T000166,みんな空の下(MTV Unplugged ayaka ver.),絢香,J-Pop,2010
T000167,if... (3Y8M23D mix),DA PUMP,J-Pop,2004
T000168,やはり素晴らしきこの人生,ガガガSP,パンク,2022
T000169,Another Christmas,KinKi Kids,J-Pop,2003
T000170,キミが走る空 キミがくれた歌,あえっP,アニメ,2021
T000171,閃光 (Live at 東京国際フォーラム ホールA 2022.4.28 (THIS SUMMER FESTIVAL 2022)),[Alexandros],ロック,2022
T000172,秋田長持唄,石川さゆり,演歌,2019
T000173,RISE UP -Instrumental-,NiziU,J-Pop,2024
T000174,vivace,day after tomorrow,J-Pop,2002
T000175,サクラキミワタシ - SAKURA KIMI WATASHI,tuki.,J-Pop,2024
T000176,風,エレファントカシマシ,ロック,2004
T000177,Amazing Romance,King & Prince,J-Pop,2020
T000178,Dream × Dream,愛内里菜,J-Pop,2004
T000179,PARALYSIS,the GazettE,ロック,2015
T000180,Long Road,w-inds.,J-Pop,2003
T000181,"Wake Up, Break Out!",miwa,J-Pop,2010
T000182,結証,緑黄色社会,J-Pop,2021
T000183,"玩具 SINKA LIVE SERIES ver. (feat. 花譜, 理芽, 春猿火, ヰ世界情緒 & 幸祜)",V.W.P,J-Pop,2025
T000184,Snow Man,체리필터,K-Pop,2003
T000185,Begin,KO-ney,ヒップホップ／ラップ,2025
T000186,ビュティホ (feat. HoneyWorks),mona(CV:夏川椎菜),アニメ,2024
T000187,Mr.現代Speaker,ONE OK ROCK,ロック,2011
T000188,RELOAD,Hey! Say! JUMP,J-Pop,2014
T000189,ミラー,HIGH AND MIGHTY COLOR,J-Pop,2008
T000190,SL9,スキマスイッチ,J-Pop,2009
T000191,トラフィック・ジャム,白石杏 & 東雲彰人,アニメ,2025
T000192,Eve,Yasu Cub,オルタナティブ,2024
T000193,愛は夢の中に (1991 Remix),カーペンターズ,ポップ,1972
T000194,グライダースライダー,sumika,J-Pop,2015
T000195,Don’t Say You Love Me,Jin,K-Pop,2025
T000196,Oasis,Do As Infinity,J-Pop,2000
T000197,BONSAI,imase,J-Pop,2024
T000198,終焉,UVERworld,ロック,2017
T000199,Perfume,ニュー・ホープ・クラブ,ポップ,2017
T000200,アンド・ユア・バード・キャン・シング (2009 - Remaster),ビートルズ,ロック,1966
T000201,まがった僕のしっぽ,スピッツ,ロック,2019
T000202,初恋のひと,天童よしみ,演歌,2007
T000203,メトロ・フィルム (evergreen ver.),秦 基博,J-Pop,2014
T000204,会わないつもりの、元気でね,SCANDAL,ロック,2009
T000205,I WILL,井上陽水,ロック,2014
T000206,The song of praise,Mr.Children,J-Pop,2020
T000207,19 GROWING UP -ode to my buddy-,PRINCESS PRINCESS,J-Pop,1988
T000208,おしゃれ番長 (feat. Soy Sauce),ORANGE RANGE,J-Pop,2008
T000209,Your Love feat.KREVA,三浦大知,R&B／ソウル,2009
T000210,DADA,HY,ロック,2004
T000211,Soon You’ll Get Better (feat. The Chicks),テイラー・スウィフト,ポップ,2019
T000212,少年,ゆず,J-Pop,1998
T000213,Lay Your Hands On Me,ボン・ジョヴィ,ハードロック,1988
T000214,good night,Every Little Thing,J-Pop,1999
T000215,昭和流れうた,森 進一,歌謡曲,1985
T000216,君という花,ASIAN KUNG-FU GENERATION,ロック,2003
T000217,Shade,Dragon Ash,オルタナティブ,2004
T000218,Prism,ClariS,アニメ,2015
T000219,唇からロマンチカ,AAA,J-Pop,2007
T000220,TRUE,LINDBERG,J-Pop,1989
T000221,静かな伝説(レジェンド),竹内まりや,J-Pop,2014
T000222,AKB48(チームK Ver.) オリジナル・カラオケ,AKB48,J-Pop,2013
T000223,悲しき街角,天童よしみ,歌謡曲,2008
T000224,KISS (2012 mix),PRINCESS PRINCESS,J-Pop,2012
T000225,病床パブリック,椎名林檎,J-Pop,2000
T000226,Lilili Yabbay,SEVENTEEN,K-Pop,2017
T000227,Good Timing (山本彩加 梅山恋和 上西怜 岩田桃夏 山田寿々),NMB48,J-Pop,2018
T000228,Never end...,Hey! Say! JUMP,J-Pop,2024
T000229,Speaking,Mrs. GREEN APPLE,ロック,2015
T000230,リバシブルドール,wowaka,J-Pop,2011
T000231,kotonoha breakdown(2014/9/23 LIVE Ver.),fhána,アニメ,2015
T000232,Welcome,Chilli Beans.,J-Pop,2023
T000233,虹,ゆず,J-Pop,2009
T000234,メチャ・ハッピー・ショー,名取さな,アニメ,2022
T000235,それいけ!ゾーキマン,水木一郎,サウンドトラック,2018
T000236,EXPerience Greatness,GENERATIONS from EXILE TRIBE,J-Pop,2019
T000237,マジカルスターシャインメイクアップ☆,西野カナ,J-Pop,2025
T000238,NO F.U.N,SEVENTEEN,K-Pop,2016
T000239,Cut Me,coldrain,ロック,2022
T000240,シェイク・イット・オフ~気にしてなんかいられないっ!!,テイラー・スウィフト,ポップ,2014
T000241,私は雨,シド,ロック,2004
T000242,夢を勝ちとろう,水木一郎 & 頓宮恭子,アニメ,2025
T000243,夜行バスにて,花譜,J-Pop,2019
T000244,Lovers Again (EXILE BALLAD BEST),EXILE,J-Pop,2007
T000245,明日への星,高橋優,ロック,2014
T000246,マイ・ラヴ (ラジオ・エディット),ウエストライフ,ポップ,2000
T000247,ペニー・レイン (2009 - Remaster),ビートルズ,ロック,1967
T000248,カノン,一青窈,J-Pop,2022
T000249,蝶々結び,Aimer,J-Pop,2016
T000250,君達は天使,ユニコーン,J-Pop,1989
T000251,Misery,SiM,ロック,2011
T000252,居酒屋,坂本冬美 & 五木ひろし,演歌,2017
T000253,TRIANGLE LOVE AFFAIR,中山美穂,歌謡曲,1988
T000254,Save ME,BTS,K-Pop,2016
T000255,オレたちのすすむ道を悲しみで閉ざさないで,サンボマスター,ロック,2017
T000256,ヒロイン育成計画,HoneyWorks,アニメ,2019
T000257,正義の味方,スガ シカオ,J-Pop,1999
T000258,あの娘と野菊と渡し舟,氷川きよし,演歌,2011
T000259,Ma City,BTS,K-Pop,2015
T000260,VICTIMIZED,LINKIN PARK,ハードロック,2012
T000261,シンクロニシティ,乃木坂46,J-Pop,2018
T000262,Rockin' mock,MONGOL800,オルタナティブ,2009
T000263,愛にさようならを,カーペンターズ,ポップ,1972
T000264,December 25th,チャーリー・プース,ホリデー,2024
T000265,In the House,KREVA,ヒップホップ／ラップ,2021
T000266,祝福の唄,MONGOL800,ロック,2023
T000267,"Clown (Live from Air Edel, UK / 2012)",エミリー・サンデー,ポップ,2019
T000268,星空に愛を(コーリング・オキュパンツ) [1989 Remix],カーペンターズ,ポップ,1973
T000269,雷図のSHOW TIME,RIZE,ロック,2002
T000270,Happy Xmas(War Is Over) [Live at YOKOHAMA ARENA 20181222],Hi-STANDARD,ロック,2020
T000271,花,ORANGE RANGE,J-Pop,2004
T000272,"BROTHER (feat. YUI(CV:斉藤壮馬), RIO(CV:内田雄馬) & HoneyWorks)",Full Throttle4,アニメ,2022
T000273,哀恋記,五木ひろし,演歌,2003
T000274,電光石火,THE BLUE HEARTS,ロック,1990
T000275,ビンクス,KARA,ポップ,2010
T000276,オトノバ中間試験,UNISON SQUARE GARDEN,J-Pop,2016
T000277,Don't Stop 'Til You Get Enough (2003 Edit),マイケル・ジャクソン,ポップ,1979
T000278,Newjeans (Acoustic),Vanilla Mousse,K-Pop,2023
T000279,SWING,TWICE,J-Pop,2020
T000280,大阪しぐれ,坂本冬美,歌謡曲,2016
T000281,"Speed (Stuart 7"" Mix)",Bond,ポップ,2002
T000282,憂一乗,ヨルシカ,J-Pop,2019
T000283,だってネコだから,家入レオ,J-Pop,2017
T000284,イエロー・サブマリン (2009 Digital Remaster),ビートルズ,ロック,1966
T000285,Celebrate Empty Howls,DIR EN GREY,メタル,2018
T000286,Take It Out On Me,ワンリパブリック,ポップ,2021
T000287,ここから,WANIMA,ロック,2015
T000288,Either Way,IVE,K-Pop,2023
T000289,SOUL LOVE,GLAY,ロック,2000
T000290,バウムクーヘン,ハチ,J-Pop,2010
T000291,Precious Junk,平井 堅,J-Pop,1995
T000292,わたしは風になる,福山 雅治,J-Pop,2005
T000293,liveDevil TV size(『仮面ライダーリバイス』主題歌),Da-iCE feat. 木村昴,J-Pop,2021
T000294,距離,aiko,J-Pop,2014
T000295,Aerodrome,Android52,ハウス,2021
T000296,Sinner's Prayer,レディー・ガガ,ポップ,2016
T000297,君がいたから,相川七瀬,J-Pop,2015
T000298,THE ONE (10 BABYMETAL BUDOKAN) [Live],BABYMETAL,メタル,2021
T000299,喧嘩上等,氣志團,ロック,2014
T000300,ALL I DO,玉置浩二,歌謡曲,1987
T000301,ワルツのレター,マカロニえんぴつ,J-Pop,2022
T000302,恋がはじまる,M!LK,J-Pop,2021
T000303,Road of Resistance (LIVE AT TOKYO DOME),BABYMETAL,メタル,2021
T000304,ALIVE - From THE FIRST TAKE,ClariS,アニメ,2023
T000305,"Genius (feat. Sia, Diplo & Labrinth)",LSD,ポップ,2018
T000306,暗く黒く(Crack Clock) [Live],ずっと真夜中でいいのに。,ロック,2025
T000307,First Love - サンライトLIVE 2 (Cover),明透,J-Pop,2023
T000308,The Beatles,デヴェンドラ・バンハート,オルタナティブ,2005
T000309,マイ・ガール,ザ・テンプテーションズ,R&B／ソウル,1964
T000310,SCANDAL (New Recording),Original Love,J-Pop,1993
T000311,コネクト - From THE FIRST TAKE,ClariS,アニメ,2023
T000312,マリーゴールド,監修:佐藤弘道、演奏:キング・スーパー・マーチ・バンド,クラシック,2019
T000313,ライオン -May'n Ver.-,May'n,J-Pop,2011
T000314,Dear Mosh Pit,Dragon Ash,オルタナティブ,2009
T000315,炎,10-FEET,ロック,2022
T000316,ヒロイン育成計画 (feat. 涼海ひより(CV:水瀬いのり)),HoneyWorks,アニメ,2020
T000317,よもすがら,ずっと真夜中でいいのに。,ロック,2026
T000318,遠い空、宇宙の果て。feat.Ken Yokoyama,東京スカパラダイスオーケストラ,J-Pop,2017
T000319,カノン,宮野真守,アニメ,2013
T000320,長良川艷歌,五木ひろし,演歌,2002
T000321,郷愁(20周年Live at 神戸ワールド記念ホール 2013.8.25),斉藤和義,J-Pop,2013
T000322,ひびき,SUPER EIGHT,J-Pop,2014
T000323,Snow halation,遠藤正明,アニメ,2015
T000324,GIVE ME FIVE!,AKB48,J-Pop,2012
T000325,ユートピア,sumika[camp session],J-Pop,2023
T000326,ex ダーリン 弾き語り,クリープハイプ,ロック,2022
T000327,キスして抱きしめて (SOUL JAZZ ver.),MISIA,ジャズ,2020
T000328,人間交差点,ケツメイシ,J-Pop,2016
T000329,reaching for the cities,fhána,J-Pop,2017
T000330,Flow,[.que],J-Pop,2016
T000331,Over Night,Kalassy Nikoff,ヒップホップ／ラップ,2022
T000332,Where are you from...?,nobodyknows+,ヒップホップ／ラップ,2009
T000333,関東春雨傘,天童よしみ,演歌,1998
T000334,いつか、花は咲くだろう (T.V.SIZE VERSION),ささきいさお & こおろぎ'73,サウンドトラック,1996
T000335,布団,星野源,J-Pop,2011
T000336,クレアデルネ,miwa,J-Pop,2012
T000337,悲しみの忘れ方,乃木坂46,J-Pop,2015
T000338,The Maze,coldrain,ロック,2011
T000339,桜が降る夜は,あいみょん,J-Pop,2021
T000340,いつ逢えたら,aiko,J-Pop,2023
T000341,Under Age's Song(Album Mix),Dragon Ash,オルタナティブ,1998
T000342,アヒル☆GOD with レオリinあぬえぬえ∞ぶれいん,SEAMO,ヒップホップ／ラップ,2017
T000343,Nyte Flyte,久保田利伸,R&B／ソウル,2010
T000344,シュガーラッシュ (Instrumental),miComet,J-Pop,2023
T000345,サムライソウル V,ウルフルズ,ロック,2021
T000346,コイスルヒカリ,なにわ男子,J-Pop,2024
T000347,plan d,King & Prince,J-Pop,2023
T000348,あいこ,dawgss,R&B／ソウル,2022
T000349,LAND,ゆず,J-Pop,2013
T000350,さくら(独唱),天童よしみ,演歌,2018
T000351,10数年前の僕たちへ,After the Rain,J-Pop,2023
T000352,MONDO PIECE,UVERworld,ロック,2011
T000353,If I Told You That (Radio Edit),ホイットニー・ヒューストン,R&B／ソウル,2000
T000354,全肯定 (feat. 可不),Yukito & Mimika,J-Pop,2021
T000355,fanfare (instrumental),Eve,ロック,2017
T000356,21世紀難民,電波少女 feat. れをる,ヒップホップ／ラップ,2017
T000357,ゆめくいしょうじょ,米津玄師,J-Pop,2017
T000358,イヴ,ダブルー・テレサ,ロック,2006
T000359,魑魅魍魎マーチ(QUEEN'S PARTY at Nippon Budokan 2018.12.21),UVERworld,ロック,2019
T000360,サマーワンダーランド,back number,J-Pop,2018
T000361,Good Morning,いきものがかり,J-Pop,2016
T000362,Re方程式,10-FEET,ロック,2023
T000363,ALIVE,ClariS,アニメ,2022
T000364,EVE,超特急,J-Pop,2025
T000365,Before U Go,東方神起,K-Pop,2011
T000366,City,[Alexandros],ロック,2011
T000367,プラプラプラレール,くるり,オルタナティブ,2021
T000368,MEGAVERSE,Stray Kids,K-Pop,2023
T000369,ぬくもり,HOME MADE 家族,ポップ,2010
T000370,"KiSS OF DEATH (Live at Irving Plaza, New York City / 2024)",SiM,ロック,2024
T000371,Supernatural,The Dreamer Piano,インストゥルメンタル,2024
T000372,HOLIDAY,ももいろクローバーZ,J-Pop,2019
T000373,奏(かなで),JUJU,J-Pop,2020
T000374,I CAME FROM 横須賀,山口百恵,歌謡曲,1977
T000375,Butterflies,Stray Kids,K-Pop,2023
T000376,もしも,7ORDER,J-Pop,2021
T000377,パンキッシュ,NMB48,J-Pop,2015
T000378,Requiem on a sunny day,Tomoo Kosugi,ニューエイジ,2024
T000379,TOKIO,BOYS AND MEN,J-Pop,2017
T000380,Live My Life,aespa,K-Pop,2024
T000381,19歳のガレット,櫻坂46,J-Pop,2024
T000382,Stand Up,倉木麻衣,J-Pop,2001
T000383,Alright,西野カナ,J-Pop,2011
T000384,Angela,"Matija Dedic, ジェフ・バラード & ラリー・グレナディア",ジャズ,2009
T000385,BAD STREET ~BPM80~,MC バトル・ハイスクール,ヒップホップ／ラップ,2017
T000386,ワールズエンド・ダンスホール ver.オタマトーンで演奏してみた,ぽんじゅーす×wowaka,J-Pop,2011
T000387,あ,クリープハイプ,ロック,2013
T000388,BOYS BE ~君にあげるために~,影山ヒロノブ,アニメ,1998
T000389,Hard Knock Days,GENERATIONS from EXILE TRIBE,J-Pop,2015
T000390,"School (""Welcome to My Castle"" at Budokan) [LIVE]",Chilli Beans.,J-Pop,2024
T000391,You & I (5 Voice edit.),Da-iCE,J-Pop,2014
T000392,ベゴ子の唄,須貝 智郎,J-Pop,2010
T000393,ナンバーワン野郎! (Originally Performed By ザ・クロマニヨンズ),西脇睦宏,J-Pop,2011
T000394,悲しみにさよなら (35th Anniversary Tour 2017) [Live],安全地帯,ロック,2022
T000395,栖,AOI MOMENT,ロック,2024
T000396,Share The Love,THE Sharehappi from 三代目 J Soul Brothers from EXILE TRIBE,J-Pop,2015
T000397,Still Real Riders,湘南乃風,J-Pop,2020
T000398,Wake Me Up,milet,J-Pop,2022
T000399,ポリ リズム,久保田利伸,R&B／ソウル,2000
T000400,泣きたいよ,玉置浩二,J-Pop,2020
T000401,青と夏,Uru,J-Pop,2025
T000402,BEAUTIFUL LANE,平井大,J-Pop,2018
T000403,Endless Game,嵐,J-Pop,2013
T000404,Play!,田村ゆかり,J-Pop,2025
T000405,Leaving Grapefruits,[Alexandros],ロック,2015
T000406,"Innocence (Live at The Roxy Theatre, Los Angeles, CA - October 2007)",アヴリル・ラヴィーン,ポップ,2008
T000407,Get Fun-Key★ 〜space in your space〜,HOME MADE 家族,J-Pop,2007
T000408,Black and White,Da-iCE,J-Pop,2025
T000409,FLOW (feat. Shaggy),Berywam,フレンチポップ,2022
T000410,濁流BOY,B'z,ロック,2025
T000411,May,Mree,シンガーソングライター,2020
T000412,サンタさん,ももいろクローバーZ,J-Pop,2011
T000413,"Peter Parker Picked a Perilously Precarious Profession (from ""Spider-Man: No Way Home"" Soundtrack)",マイケル・ジアッチーノ,サウンドトラック,2021
T000414,ONE SPARK (English ver.),TWICE,K-Pop,2024
T000415,みだれ髪,加藤登紀子,ポップ,2008
T000416,Birds,コールドプレイ,オルタナティブ,2015
T000417,ディスコバルーン,米津玄師,J-Pop,2012
T000418,恋のうた,スピッツ,ロック,1991
T000419,CAFE JAPAN (2005 LIVE),玉置浩二,ロック,2005
T000420,天の先 ～天下ボーナス～ (feat. 鬼頭明里),Yamasa Sound Team,サウンドトラック,2023
T000421,たのしく たのしく やさしくね,華原朋美,J-Pop,2013
T000422,くだらないの中に (オルゴール),α波オルゴール,ニューエイジ,2019
T000423,君の街まで (2016 Version),ASIAN KUNG-FU GENERATION,ロック,2004
T000424,FOREVER LOVE (Short Version) [Live],X JAPAN,ロック,2011
T000425,El Alma feat. SHINJI TAKEDA,Dragon Ash,オルタナティブ,2007
T000426,キラキラ,緑黄色社会,J-Pop,2017
T000427,BRAND NEW GIRL,TWICE,J-Pop,2018
